X1,lon,lat,dist.next,year_arr,year_dep,spring.med,spring.mean,spring.tot,real.arr,arr,real.dep,dep,dur,FstQu.lon,FstQu.lat,TrdQu.lon,TrdQu.lat,jul.last.wint,jul.last.stop,jul.arr.last.stop,tag,,species,deploy_loc,month,south,north,breed_label,tag_deployed,tag_length,tag_label,is.start,is.end,first.south,last.south,first.north,last.north,,,winter,winter.longstops,pop.summer,pop.winter,first.winter,last.winter,first.winter.longstops,last.winter.longstops,winter.discretion,,
11,-126.6923077,49.5,1854.834216,2011,2011,,,,2011-05-03 12:39,2011-05-03 12:39,2011-05-07 12:36,2011-05-07 12:36,4,-125.7251908,49.05,-127.223301,49.95,,,,paci_3635,,paci,izem,5,FALSE,TRUE,NA,breed,year,,,,,,,,932.1746455,,,,,,,,,,,,
12,-147.2727273,61.65,1147.856857,2011,2011,,,,2011-05-09 6:44,2011-05-09 6:44,2011-05-12 12:45,2011-05-12 12:45,3,-146.8421053,61.65,-150.6315789,62.1,,133,,paci_3635,,paci,izem,5,FALSE,TRUE,NA,breed,year,,,,,,,,1854.834216,,,,,,,,,,,,
13,-164.3478261,54.9,102.3957184,2011,2011,,,,2011-05-13 14:12,2011-05-13 14:12,2011-06-11 6:03,2011-06-11 6:03,29,-164.3478261,54.9,-164.3478261,54.9,,,,paci_3635,,paci,izem,5,FALSE,TRUE,breedGeo,breed,year,,,,,,,,1242.832738,,,,,,,,,,,,
1,-162.86,55.25,673.2961164,2011,2011,1147.856857,1311.621906,3934.865719,2011-06-01 8:01,2010-06-01 8:01,2011-06-01 8:01,2010-06-01 8:01,0,-162.86,55.25,-162.86,55.25,,,,paci_3635,,paci,izem,6,TRUE,FALSE,breed,breed,year,,,,,,,,102.3957184,,,,,,,,,,,,
18,-165.1,61.19,239.644109,2010,2010,,,,2010-06-01 1:01,2010-06-01 1:01,2010-06-01 1:02,2010-06-01 1:02,0,-165.1,61.19,-165.1,61.19,,,,paci_3636,,paci,mano,6,TRUE,FALSE,breed,breed,year,,,,,,,,673.2961164,,,,,,,,,,,,
51,-164.7093607,63.3375,1982.056013,2010,2010,,,,2010-06-27 9:41,2010-06-27 9:41,2010-10-19 3:52,2010-10-19 3:52,114,-163.3339653,61.790625,-165.2521657,65.7,,,,paci_3636,,paci,mano,6,TRUE,FALSE,breedGeo,breed,year,,,,,,,,239.644109,,,,,,,,,,,,
6,-129.9130435,57.6,887.1429454,2010,2010,,,,2010-10-22 1:37,2010-10-22 1:37,2010-10-25 1:31,2010-10-25 1:31,3,-129.2307692,56.7,-130.4,58.95,,,,paci_3636,,paci,mano,10,TRUE,FALSE,NA,breed,year,,,,,,,,1982.056013,,,,,,,,,,,,
11,-123.0149248,50.709375,333.1410204,2010,2011,,,,2010-10-26 1:33,2010-10-26 1:33,2011-02-15 15:03,2011-02-15 15:03,113,-122.5633673,49.95,-123.6166403,51.46875,,,,paci_3636,,paci,mano,10,TRUE,FALSE,NA,breed,year,,,,,,,,887.1429454,,T,,,,T,,,,,,
14,-121.8431171,47.8125,2155.867725,2011,2011,,,,2011-02-16 14:57,2011-02-16 14:57,2011-04-26 3:36,2011-04-26 3:36,69,-121.7919762,47.5875,-121.8844791,48.2625,116,,,paci_3636,,paci,mano,2,TRUE,TRUE,NA,breed,year,,,,,,,,333.1410204,,T,,,,,T,,,,,
15,-145.8947368,61.65,678.5735458,2011,2011,,,,2011-04-29 12:58,2011-04-29 12:58,2011-05-07 7:31,2011-05-07 7:31,8,-145.8947368,61.65,-145.8947368,61.65,,,,paci_3636,,paci,mano,4,FALSE,TRUE,NA,breed,year,,,,,,,,2155.867725,,,,,,,,,,,,
17,-158.1818182,60.3,388.5394868,2011,2011,,,,2011-05-07 13:55,2011-05-07 13:55,2011-06-14 9:26,2011-06-14 9:26,38,-158.1818182,60.3,-158.1818182,60.3,,165,,paci_3636,,paci,mano,5,FALSE,TRUE,NA,breed,year,,,,,,,,678.5735458,,,,,,,,,,,"NOT CONSIDERING LONG SPRING STOP BECAUSE OF DISTANCE FROM WINTERING GROUNDS, PROXIMITY TO BREEDING GROUNDS",
18,-165.1,61.19,0,2011,2011,678.5735458,1074.326919,3222.980758,2011-06-01 1:01,2011-06-01 1:01,2011-06-01 1:02,2011-06-01 1:02,0,-165.1,61.19,-165.1,61.19,,,,paci_3636,,paci,mano,6,FALSE,TRUE,breed,breed,year,,,,,,,,388.5394868,,,,,,,,,,,,
1,-165.1,61.19,21.80706212,2010,2010,,,,2010-06-01 4:37,2010-06-01 4:37,2010-06-01 4:37,2010-06-01 4:37,0,-165.1,61.19,-165.1,61.19,,,,paci_3641,,paci,mano,6,TRUE,FALSE,breed,breed,year,,,,,,,,0,,,,,,,,,,,,
141,-165.5064935,61.2,396.9048159,2010,2010,,,,2010-06-24 4:37,2010-06-24 4:37,2010-10-12 16:47,2010-10-12 16:47,111,-165.5064935,61.2,-165.5064935,61.2,,,,paci_3641,,paci,mano,6,TRUE,FALSE,breedGeo,breed,year,,,,,,,,21.80706212,,,,,,,,,,,,
5,-158.4331797,60.3,2315.088533,2010,2010,,,,2010-10-13 16:48,2010-10-13 16:48,2010-10-25 17:06,2010-10-25 17:06,12,-157.2727273,60.3,-158.677686,63,,,,paci_3641,,paci,mano,10,TRUE,FALSE,NA,breed,year,,,,,,,,396.9048159,,,,,,,,,,,,
11,-122.9617642,52.48125,535.455648,2010,2011,,,,2010-10-29 1:17,2010-10-29 1:17,2011-02-18 1:43,2011-02-18 1:43,112,-122.2737071,51.01875,-123.3142422,52.65,,,,paci_3641,,paci,mano,10,TRUE,FALSE,NA,breed,year,,,,,,,,2315.088533,,T,,,,T,,,,,,
12,-123.8563327,47.7,2989.01422,2011,2011,,,,2011-02-20 1:59,2011-02-20 1:59,2011-04-30 12:49,2011-04-30 12:49,69,-123.7918216,47.7,-124.1605839,48.6,121,121,,paci_3641,,paci,mano,2,TRUE,TRUE,NA,breed,year,,,,,,,,535.455648,,T,,,,,T,,,,,
13,-163.6363636,60.75,92.90033846,2011,2011,,,,2011-05-01 13:03,2011-05-01 13:03,2011-06-07 9:30,2011-06-07 9:30,37,-162.0460358,60.3,-164.5714286,60.75,,,,paci_3641,,paci,mano,5,FALSE,TRUE,breedGeo,breed,year,,,,,,,,2901.903562,,,,,,,,,,,"NOT CONSIDERING LONG SPRING STOP BECAUSE OF DISTANCE FROM WINTERING GROUNDS, PROXIMITY TO BREEDING GROUNDS",
1,-165.1,61.19,671.1080757,2011,2011,2989.01422,2989.01422,2989.01422,2011-06-01 4:37,2010-06-01 4:37,2011-06-01 4:37,2010-06-01 4:37,0,-165.1,61.19,-165.1,61.19,,,,paci_3641,,paci,mano,6,FALSE,TRUE,breed,breed,year,,,,,,,,92.90033846,,,,,,,,,,,,
1,-162.86,55.27,91.95524005,2010,2010,,,,2010-06-01 7:45,2010-06-01 7:45,2010-06-01 7:45,2010-06-01 7:45,0,-162.86,55.27,-162.86,55.27,,,,paci_3645,,paci,izem,6,TRUE,FALSE,breed,breed,year,,,,,,,,1.279781201,,,,,,,,,,,,
11,-162.6737968,54.45,3311.649025,2010,2010,,,,2010-06-01 7:45,2010-06-01 7:45,2010-10-17 4:03,2010-10-17 4:03,138,-162.5806452,54.45,-163.3548387,54.45,,,,paci_3645,,paci,izem,6,TRUE,FALSE,breedGeo,breed,year,,,,,,,,91.95524005,,,,,,,,,,,,
4,-122.5846653,40.725,889.0837468,2010,2011,,,,2010-10-19 14:06,2010-10-19 14:06,2011-04-24 3:52,2011-04-24 3:52,187,-122.1819121,38.5875,-123.3305797,40.8375,114,,,paci_3645,,paci,izem,10,TRUE,TRUE,NA,breed,year,,,,,,,,3311.649025,,T,,,,T,T,,,,,
5,-124.536862,48.6,2691.998961,2011,2011,,,,2011-04-24 12:46,2011-04-24 12:46,2011-05-07 6:33,2011-05-07 6:33,13,-124.536862,48.15,-124.7191011,48.6,,127,,paci_3645,,paci,izem,4,FALSE,TRUE,NA,breed,year,,,,,,,,889.0837468,,,,,,,,,,,,
6,-162.5806452,54.45,92.91600543,2011,2011,,,,2011-05-10 13:56,2011-05-10 13:56,2011-06-07 6:43,2011-06-07 6:43,28,-162.5806452,54.45,-162.5806452,54.45,,,,paci_3645,,paci,izem,5,FALSE,TRUE,breedGeo,breed,year,,,,,,,,2675.611821,,,,,,,,,,,,
1,-162.86,55.27,2.223898533,2011,2011,1790.541354,1790.541354,3581.082708,2011-06-01 7:45,2010-06-01 7:45,2011-06-01 7:45,2010-06-01 7:45,0,-162.86,55.27,-162.86,55.27,,,,paci_3645,,paci,izem,6,FALSE,TRUE,breed,breed,year,,,,,,,,92.91600543,,,,,,,,,,,,
NA,-162.86,55.25,88.93862947,2010,2010,,,,2010-06-01 4:28,2010-06-01 4:28,2010-06-01 4:28,2010-06-01 4:28,0,-162.86,55.25,-162.86,55.25,,,,paci_3646,,paci,izem,6,TRUE,FALSE,breed,breed,year,,,,,,,,673.2961164,,,,,,,,,,,,
31,-161.8915278,54.675,3210.361989,2010,2010,,,,2010-06-01 4:28,2010-06-01 4:28,2010-10-17 4:11,2010-10-17 4:11,138,-161.8915278,54.5625,-162.6816269,54.9,,,,paci_3646,,paci,izem,6,TRUE,FALSE,breedGeo,breed,year,,,,,,,,88.93862947,,,,,,,,,,,,
5,-122.6994533,41.4,604.9012101,2010,2011,,,,2010-10-20 14:15,2010-10-20 14:15,2011-03-31 2:48,2011-03-31 2:48,162,-121.8052859,39.15,-123.1725909,43.875,,,,paci_3646,,paci,izem,10,TRUE,FALSE,NA,breed,year,,,,,,,,3210.361989,,T,,,,T,,,,,,
6,-121.8547141,36,1203.233537,2011,2011,,,,2011-04-02 2:44,2011-04-02 2:44,2011-04-26 3:41,2011-04-26 3:41,24,-120.9160305,35.55,-121.8547141,36,116,,,paci_3646,,paci,izem,4,TRUE,TRUE,NA,breed,year,,,,,,,,604.9012101,,T,,,,,T,,,,,
7,-122.7561837,46.8,1152.01998,2011,2011,,,,2011-04-26 12:43,2011-04-26 12:43,2011-04-30 4:48,2011-04-30 4:48,4,-122.189781,45.9,-122.9770992,47.25,,,,paci_3646,,paci,izem,4,FALSE,TRUE,NA,breed,year,,,,,,,,1203.233537,,,,,,,,,,,,
8,-133.0434783,54.9,863.314891,2011,2011,,,,2011-05-02 4:57,2011-05-02 4:57,2011-05-04 13:16,2011-05-04 13:16,2,-133.0434783,54.9,-133.7142857,55.8,,,,paci_3646,,paci,izem,5,FALSE,TRUE,NA,breed,year,,,,,,,,1152.01998,,,,,,,,,,,,
9,-144.1791045,59.85,1220.83382,2011,2011,,,,2011-05-05 6:22,2011-05-05 6:22,2011-05-07 7:02,2011-05-07 7:02,2,-143.6317136,59.85,-148.1818182,60.3,,127,,paci_3646,,paci,izem,5,FALSE,TRUE,NA,breed,year,,,,,,,,863.314891,,,,,,,,,,,,
10,-162.5806452,54.9,42.78874543,2011,2011,,,,2011-05-07 14:25,2011-05-07 14:25,2011-05-26 7:50,2011-05-26 7:50,19,-162.5806452,54.45,-162.7826087,54.9,,,,paci_3646,,paci,izem,5,FALSE,TRUE,breedGeo,breed,year,,,,,,,,1227.282181,,,,,,,,,,,,
NA,-162.86,55.25,0,2011,2011,1177.626758,1109.850557,4439.402228,2011-06-01 4:28,2010-06-01 4:28,2011-06-01 4:28,2010-06-01 4:28,0,-162.86,55.25,-162.86,55.25,,,,paci_3646,,paci,izem,6,FALSE,TRUE,breed,breed,year,,,,,,,,42.78874543,,,,,,,,,,,,
1,-162.86,55.25,43.63437261,2010,2010,,,,2010-06-01 7:50,2010-06-01 7:50,2010-06-01 7:50,2010-06-01 7:50,0,-162.86,55.25,-162.86,55.25,,,,paci_3648,,paci,izem,6,TRUE,FALSE,breed,breed,year,,,,,,,,0,,,,,,,,,,,,
31,-163.1699567,54.9,501.7981356,2010,2010,,,,2010-06-03 7:50,2010-06-03 7:50,2010-10-02 4:53,2010-10-02 4:53,121,-162.9677419,54.45,-163.3654732,55.2375,,,,paci_3648,,paci,izem,6,TRUE,FALSE,breedGeo,breed,year,,,,,,,,43.63437261,,,,,,,,,,,,
4,-159.5157385,58.95,3108.982293,2010,2010,,,,2010-10-03 16:45,2010-10-03 16:45,2010-10-12 4:20,2010-10-12 4:20,8,-159.5157385,58.95,-159.5157385,58.95,,,,paci_3648,,paci,izem,10,TRUE,FALSE,NA,breed,year,,,,,,,,501.7981356,,,,,,,,,,,,
5,-121.6466552,43.2,173.5306287,2010,2010,,,,2010-10-15 1:46,2010-10-15 1:46,2010-11-02 1:34,2010-11-02 1:34,18,-121.6466552,43.2,-121.9251337,45.45,,,,paci_3648,,paci,izem,10,TRUE,FALSE,NA,breed,year,,,,,,,,3108.982293,,,,,,,,,,,,
8,-122.7090839,41.85,604.855401,2010,2011,,,,2010-11-02 14:14,2010-11-02 14:14,2011-03-12 14:11,2011-03-12 14:11,130,-122.5667893,41.625,-122.9194631,42.75,,,,paci_3648,,paci,izem,11,TRUE,FALSE,NA,breed,year,,,,,,,,173.5306287,,T,,,,T,,,,,,
9,-121.863354,36.45,319.1764115,2011,2011,,,,2011-03-13 2:29,2011-03-13 2:29,2011-04-09 13:27,2011-04-09 13:27,27,-121.863354,36.45,-121.863354,36.45,,,,paci_3648,,paci,izem,3,TRUE,TRUE,NA,breed,year,,,,,,,,604.855401,,T,,,,,,,,,,
10,-123.0967742,39.15,1887.147555,2011,2011,,,,2011-04-10 13:24,2011-04-10 13:24,2011-04-29 3:48,2011-04-29 3:48,19,-123.0967742,39.15,-123.0967742,39.15,119,,,paci_3648,,paci,izem,4,FALSE,TRUE,NA,breed,year,,,,,,,,319.1764115,,T,,,,,T,,,,,
11,-132.5106383,54.9,1198.575213,2011,2011,,,,2011-05-02 4:57,2011-05-02 4:57,2011-05-05 5:58,2011-05-05 5:58,3,-130.212766,53.55,-133.0434783,55.8,,,,paci_3648,,paci,izem,5,FALSE,TRUE,NA,breed,year,,,,,,,,1887.147555,,,,,,,,,,,,
12,-150.3685504,59.85,901.6615935,2011,2011,,,,2011-05-05 12:55,2011-05-05 12:55,2011-05-08 13:57,2011-05-08 13:57,3,-147.761194,58.05,-152.238806,59.85,,129,,paci_3648,,paci,izem,5,FALSE,TRUE,NA,breed,year,,,,,,,,1198.575213,,,,,,,,,,,,
13,-162.7826087,54.9,39.2288151,2011,2011,,,,2011-05-09 14:20,2011-05-09 14:20,2011-07-11 7:57,2011-07-11 7:57,63,-162.7826087,54.9,-163.3548387,54.9,,,,paci_3648,,paci,izem,5,FALSE,TRUE,breedGeo,breed,year,,,,,,,,923.2624167,,,,,,,,,,,,
1,-162.86,55.25,1.279860158,2011,2011,1198.575213,1329.12812,3987.384361,2011-06-01 7:50,2010-06-01 7:50,2011-06-01 7:50,2010-06-01 7:50,0,-162.86,55.25,-162.86,55.25,,,,paci_3648,,paci,izem,6,FALSE,TRUE,breed,breed,year,,,,,,,,39.2288151,,,,,,,,,,,,
1,-162.85,55.26,13.32527959,2010,2010,,,,2010-06-01 7:17,2010-06-01 7:17,2010-06-01 7:17,2010-06-01 7:17,0,-162.85,55.26,-162.85,55.26,,,,paci_3649,,paci,izem,6,TRUE,FALSE,breed,breed,year,,,,,,,,1.279860158,,,,,,,,,,,,
3,-162.989011,55.35,2177.818728,2010,2010,,,,2010-06-03 7:17,2010-06-03 7:17,2010-10-24 17:12,2010-10-24 17:12,143,-162.989011,55.125,-163.1719248,55.35,,,,paci_3649,,paci,izem,6,TRUE,FALSE,breedGeo,breed,year,,,,,,,,13.32527959,,,,,,,,,,,,
4,-128.1758242,55.35,904.9404212,2010,2010,,,,2010-10-27 1:45,2010-10-27 1:45,2010-10-29 1:30,2010-10-29 1:30,2,-127.7419355,55.35,-128.1758242,55.35,,,,paci_3649,,paci,izem,10,TRUE,FALSE,NA,breed,year,,,,,,,,2177.818728,,,,,,,,,,,,
5,-122.0224719,48.15,651.5034989,2010,2010,,,,2010-10-29 14:16,2010-10-29 14:16,2010-11-01 14:14,2010-11-01 14:14,3,-122.0224719,47.7,-122.2900763,48.6,,,,paci_3649,,paci,izem,10,TRUE,FALSE,NA,breed,year,,,,,,,,904.9404212,,,,,,,,,,,,
10,-122.4870466,42.3,551.1994022,2010,2011,,,,2010-11-04 1:36,2010-11-04 1:36,2011-03-20 14:03,2011-03-20 14:03,137,-122.4870466,41.85,-122.8378378,43.65,,,,paci_3649,,paci,izem,11,TRUE,FALSE,NA,breed,year,,,,,,,,651.5034989,,T,,,,T,,,,,,
13,-122.1424709,37.35,3178.911877,2011,2011,,,,2011-03-21 2:26,2011-03-21 2:26,2011-04-28 3:13,2011-04-28 3:13,38,-120.6683166,36.45,-122.2641509,39.15,118,,,paci_3649,,paci,izem,3,TRUE,TRUE,NA,breed,year,,,,,,,,551.1994022,,T,,,,,T,,,,,
14,-149.0909091,60.3,986.6717724,2011,2011,,,,2011-05-02 12:50,2011-05-02 12:50,2011-05-06 13:50,2011-05-06 13:50,4,-147.761194,59.85,-149.0909091,60.3,,127,,paci_3649,,paci,izem,5,FALSE,TRUE,NA,breed,year,,,,,,,,3178.911877,,,,,,,,,,,,
15,-162.4,55.8,66.38835481,2011,2011,,,,2011-05-08 14:34,2011-05-08 14:34,2011-05-26 7:51,2011-05-26 7:51,18,-162.4,55.8,-162.4,55.8,,,,paci_3649,,paci,izem,5,FALSE,TRUE,breedGeo,breed,year,,,,,,,,926.7942519,,,,,,,,,,,,
1,-162.85,55.26,2.534592021,2011,2011,2082.791825,2082.791825,4165.58365,2011-06-01 7:17,2010-06-01 7:17,2011-06-01 7:17,2010-06-01 7:17,0,-162.85,55.26,-162.85,55.26,,,,paci_3649,,paci,izem,6,FALSE,TRUE,breed,breed,year,,,,,,,,66.38835481,,,,,,,,,,,,
1,-162.81,55.26,45.62231618,2010,2010,,,,2010-06-01 7:53,2010-06-01 7:53,2010-06-01 7:53,2010-06-01 7:53,0,-162.81,55.26,-162.81,55.26,,,,paci_3650,,paci,izem,6,TRUE,FALSE,breed,breed,lessyear,,,,,,,,2.534592021,,,,,,,,,,,,
21,-162.6953226,54.855,3293.263493,2010,2010,,,,2010-06-04 7:53,2010-06-04 7:53,2010-10-18 17:16,2010-10-18 17:16,140,-162.6953226,54.855,-163.0824194,54.855,,,,paci_3650,,paci,izem,6,TRUE,FALSE,breedGeo,breed,lessyear,,,,,,,,45.62231618,,,,,,,,,,,,
4,-122.7714173,40.95,602.268394,2010,2011,,,,2010-10-22 14:25,2010-10-22 14:25,2011-04-19 13:03,2011-04-19 13:03,179,-122.7714173,39.6,-122.7714173,41.85,110,,,paci_3650,,paci,izem,10,TRUE,TRUE,NA,breed,lessyear,,,,,,,,3293.263493,,T,,,,T,T,,,,,
5,-122.189781,46.35,1315.404037,2011,2011,,,,2011-04-20 3:39,2011-04-20 3:39,2011-04-26 3:27,2011-04-26 3:27,6,-121.3259669,45.45,-123.2608696,47.25,,,,paci_3650,,paci,izem,4,FALSE,TRUE,NA,breed,lessyear,,,,,,,,602.268394,,,,,,,,,,,,
6,-133.6,55.8,797.0894754,2011,2011,,,,2011-04-27 12:44,2011-04-27 12:44,2011-05-01 5:11,2011-05-01 5:11,4,-132.8,54.9,-134.5945946,56.7,,,,paci_3650,,paci,izem,4,FALSE,TRUE,NA,breed,lessyear,,,,,,,,1315.404037,,,,,,,,,,,,
7,-144.1791045,60.3,929.6104778,2011,2011,,,,2011-05-01 13:02,2011-05-01 13:02,2011-05-04 6:16,2011-05-04 6:16,3,-141.4925373,59.85,-146.3636364,61.2,,,,paci_3650,,paci,izem,5,FALSE,TRUE,NA,breed,lessyear,,,,,,,,797.0894754,,,,,,,,,,,,
8,-160.5405405,58.95,354.4569767,2011,2011,,,,2011-05-05 7:06,2011-05-05 7:06,2011-05-07 7:00,2011-05-07 7:00,2,-159.2137592,58.5,-161.9138756,59.85,,,,paci_3650,,paci,izem,5,FALSE,TRUE,NA,breed,lessyear,,,,,,,,929.6104778,,,,,,,,,,,,
1,-165.09,61.19,123.9864675,2010,2010,,,,2010-06-01 9:19,2010-06-01 9:19,2010-06-01 9:19,2010-06-01 9:19,0,-165.09,61.19,-165.09,61.19,,,,paci_4203,,paci,mano,6,TRUE,FALSE,breed,breed,year,,,,,,,,670.9948353,,,,,,,,,,,,
21,-165.1085482,60.075,2771.59437,2010,2010,,,,2010-07-09 9:19,2010-07-09 9:19,2010-10-25 17:30,2010-10-25 17:30,108,-164.5454545,60.075,-165.6876742,60.3,,,,paci_4203,,paci,mano,7,TRUE,FALSE,breedGeo,breed,year,,,,,,,,123.9864675,,,,,,,,,,,,
3,-124.4271845,49.95,704.4721099,2010,2011,,,,2010-10-29 14:46,2010-10-29 14:46,2011-02-26 14:49,2011-02-26 14:49,120,-124.4271845,49.95,-125.1262136,49.95,,,,paci_4203,,paci,mano,10,TRUE,FALSE,NA,breed,year,,,,,,,,2771.59437,,T,,,,T,,,,,,
4,-123.4470377,43.65,2139.62417,2011,2011,,,,2011-02-27 2:15,2011-02-27 2:15,2011-05-06 5:11,2011-05-06 5:11,68,-123.2608696,42.3,-123.8255034,46.35,126,,,paci_4203,,paci,mano,2,TRUE,TRUE,NA,breed,year,,,,,,,,704.4721099,,T,,,,,T,,,,,
5,-140.5970149,59.85,1340.52153,2011,2011,,,,2011-05-10 6:53,2011-05-10 6:53,2011-05-13 7:00,2011-05-13 7:00,3,-138.8697789,59.4,-144.1791045,60.3,,133,,paci_4203,,paci,mano,5,FALSE,TRUE,NA,breed,year,,,,,,,,2139.62417,,,,,,,,,,,,
6,-163.880597,60.3,118.7931816,2011,2011,,,,2011-05-16 13:20,2011-05-16 13:20,2011-06-14 9:28,2011-06-14 9:28,29,-162.0460358,59.85,-165.4545455,60.75,,,,paci_4203,,paci,mano,5,FALSE,TRUE,breedGeo,breed,year,,,,,,,,1285.820291,,,,,,,,,,,,
1,-165.09,61.19,662.8291521,2011,2011,1740.07285,1740.07285,3480.1457,2011-06-01 9:19,2010-06-01 9:19,2011-06-01 9:19,2010-06-01 9:19,0,-165.09,61.19,-165.09,61.19,,,,paci_4203,,paci,mano,6,TRUE,FALSE,breed,breed,year,,,,,,,,118.7931816,,,,,,,,,,,,
131,-163.48,67.11,736.465395,2010,2010,,,,2010-06-01 1:01,2010-06-01 1:01,2010-06-01 1:02,2010-06-01 1:02,0,-163.48,67.11,-163.48,67.11,,,,paci_4246,,paci,cakr,6,TRUE,FALSE,breed,breed,lessyear,,,,,,,,919.1229345,,,,,,,,,,,,
3,-165.1017639,60.525,627.0615487,2010,2010,,,,2010-07-03 10:16,2010-07-03 10:16,2010-09-05 6:24,2010-09-05 6:24,64,-163.7189378,60.3,-165.6876742,60.525,,,,paci_4246,,paci,cakr,7,TRUE,FALSE,NA,breed,lessyear,,,,,,,,736.465395,,,,,,,,,,,,
4,-164.3478261,54.9,1604.559446,2010,2010,,,,2010-09-05 15:38,2010-09-05 15:38,2010-09-26 4:00,2010-09-26 4:00,21,-164.3478261,54.45,-165.6774194,54.9,,,,paci_4246,,paci,cakr,9,TRUE,FALSE,NA,breed,lessyear,,,,,,,,627.0615487,,,,,,,,,,,,
5,-138.8697789,59.4,768.1593612,2010,2010,,,,2010-09-28 14:32,2010-09-28 14:32,2010-10-07 14:48,2010-10-07 14:48,9,-138.3815029,59.4,-138.8697789,63,,,,paci_4246,,paci,cakr,9,TRUE,FALSE,NA,breed,lessyear,,,,,,,,1604.559446,,,,,,,,,,,,
6,-127.2972973,56.25,454.6569506,2010,2010,,,,2010-10-08 2:20,2010-10-08 2:20,2010-10-10 14:17,2010-10-10 14:17,2,-127.2972973,56.25,-127.8367347,58.05,,,,paci_4246,,paci,cakr,10,TRUE,FALSE,NA,breed,lessyear,,,,,,,,768.1593612,,,,,,,,,,,,
7,-123.9587629,52.65,1100.843769,2010,2010,,,,2010-10-11 2:02,2010-10-11 2:02,2010-10-25 1:44,2010-10-25 1:44,14,-123.9587629,52.65,-123.9587629,52.65,,,,paci_4246,,paci,cakr,10,TRUE,FALSE,NA,breed,lessyear,,,,,,,,454.6569506,,,,,,,,,,,,
8,-123.8841567,42.75,1400.921298,2010,2010,,,,2010-10-25 14:17,2010-10-25 14:17,2010-10-28 1:17,2010-10-28 1:17,2,-123.8841567,42.75,-123.8841567,42.75,,,,paci_4246,,paci,cakr,10,TRUE,FALSE,NA,breed,lessyear,,,,,,,,1100.843769,,,,,,,,,,,,
9,-112.0241692,34.2,562.1981894,2010,2010,,,,2010-10-28 13:17,2010-10-28 13:17,2010-10-31 13:26,2010-10-31 13:26,3,-112.0241692,34.2,-112.0241692,34.2,,,,paci_4246,,paci,cakr,10,TRUE,FALSE,NA,breed,lessyear,,,,,,,,1400.921298,,,,,,,,,,,,
11,-113.2355956,29.25,5354.101561,2010,2011,,,,2010-11-01 1:13,2010-11-01 1:13,2011-05-18 9:05,2011-05-18 9:05,198,-113.210152,29.025,-113.2355956,30.15,138,,,paci_4246,,paci,cakr,11,TRUE,TRUE,NA,breed,lessyear,,,,,,,,562.1981894,,T,,,,T,T,,,T,"TAG DIES AFTER LEAVES THIS SPOT BUT BEFORE BIRD ARRIVES AT NEXT SPOT, SO ASSUMING END OF WINTERING",
131,-163.48,67.11,745.8082032,2010,2010,,,,2010-06-01 1:01,2010-06-01 1:01,2010-06-01 1:02,2010-06-01 1:02,0,-163.48,67.11,-163.48,67.11,,,,paci_4247,,paci,cakr,6,TRUE,FALSE,breed,breed,year,,,,,,,,5354.101561,,,,,,,,,,,,
3,-156.1558442,61.2,3074.795654,2010,2010,,,,2010-07-23 8:43,2010-07-23 8:43,2010-10-10 16:36,2010-10-10 16:36,79,-156.1558442,61.2,-156.1558442,61.2,,,,paci_4247,,paci,cakr,7,TRUE,FALSE,NA,breed,year,,,,,,,,745.8082032,,,,,,,,,,,NOT CONSIDERING A LONG STOP BECAUSE HAPPENS SO CLOSE TO BREEDING GROUNDS,
4,-116.7914439,45.45,2036.290766,2010,2010,,,,2010-10-13 13:44,2010-10-13 13:44,2010-10-16 13:28,2010-10-16 13:28,3,-116.7914439,45.45,-116.7914439,45.45,,,,paci_4247,,paci,cakr,10,TRUE,FALSE,NA,breed,year,,,,,,,,3074.795654,,,,,,,,,,,,
7,-112.5547137,27.45,634.4325086,2010,2011,,,,2010-10-17 13:15,2010-10-17 13:15,2011-04-23 2:19,2011-04-23 2:19,188,-112.1340632,26.55,-113.1346513,30.375,113,,,paci_4247,,paci,cakr,10,TRUE,TRUE,NA,breed,year,,,,,,,,2036.290766,,T,,,,T,T,,,,,
8,-115.8308157,32.4,1364.661404,2011,2011,,,,2011-04-24 2:44,2011-04-24 2:44,2011-04-29 12:40,2011-04-29 12:40,5,-114.3206107,31.5,-116.1290323,35.1,,,,paci_4247,,paci,cakr,4,FALSE,TRUE,NA,breed,year,,,,,,,,634.4325086,,,,,,,,,,,,
9,-122.0869565,43.65,2252.311327,2011,2011,,,,2011-04-30 12:35,2011-04-30 12:35,2011-05-05 12:34,2011-05-05 12:34,5,-122.044293,42.75,-123.4459459,45,,,,paci_4247,,paci,cakr,4,FALSE,TRUE,NA,breed,year,,,,,,,,1364.661404,,,,,,,,,,,,
10,-140.2597403,60.75,1079.476095,2011,2011,,,,2011-05-09 6:33,2011-05-09 6:33,2011-05-12 7:04,2011-05-12 7:04,3,-139.9488491,60.75,-145.4545455,61.2,,,,paci_4247,,paci,cakr,5,FALSE,TRUE,NA,breed,year,,,,,,,,2252.311327,,,,,,,,,,,,
11,-160.2046036,60.75,724.8365813,2011,2011,,,,2011-05-12 12:47,2011-05-12 12:47,2011-05-18 9:11,2011-05-18 9:11,6,-158.961039,60.75,-161.8181818,61.2,,138,,paci_4247,,paci,cakr,5,FALSE,TRUE,NA,breed,year,,,,,,,,1079.476095,,,,,,,,,,,,
