X1,lon,lat,dist.next,year_arr,year_dep,spring.med,spring.mean,spring.tot,real.arr,arr,real.dep,dep,dur,FstQu.lon,FstQu.lat,TrdQu.lon,TrdQu.lat,jul.last.wint,jul.last.stop,jul.arr.last.stop,tag,,species,deploy_loc,month,south,north,breed_label,tag_deployed,tag_length,tag_label,is.start,is.end,first.south,last.south,first.north,last.north,,,winter,winter.longstops,pop.summer,pop.winter,first.winter,last.winter,first.winter.longstops,last.winter.longstops,winter.discretion,,
9,-95.81027668,18.45,1934.117886,2015,2015,,,,2015-03-26 11:49,2015-03-26 11:49,2015-03-31 11:48,2015-03-31 11:48,5,-95.81027668,17.1,-96,18.45,,,,amgp_e254,,amgp,bylo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,6970.496254,,,,,,,,,,,,
10,-90.13740458,35.1,1313.251047,2015,2015,,,,2015-04-02 0:49,2015-04-02 0:49,2015-05-15 2:42,2015-05-15 2:42,43,-90.13740458,35.1,-90.13740458,36,,,,amgp_e254,,amgp,bylo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,1934.117886,,,,,,,,,,,,
11,-98.58657244,45,1602.49929,2015,2015,,,,2015-05-15 10:36,2015-05-15 10:36,2015-05-27 10:17,2015-05-27 10:17,12,-98.52631579,45,-98.58657244,45,,,,amgp_e254,,amgp,bylo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1313.251047,,,,,,,,,,,,
12,-97.62711864,59.4,1742.707445,2015,2015,,,,2015-05-29 8:47,2015-05-29 8:47,2015-06-05 5:48,2015-06-05 5:48,7,-95.82089552,58.95,-98.50746269,59.85,,156,,amgp_e254,,amgp,bylo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1602.49929,,,,,,,,,,,,
13,-79.01526,73.36525,0,2015,2015,1742.707445,2247.538128,33713.07192,2015-06-01 1:01,2010-06-01 1:01,2015-06-01 1:02,2010-06-01 1:02,0,-79.01526,73.36525,-79.01526,73.36525,,,,amgp_e254,,amgp,bylo,6,FALSE,TRUE,breed,breed,year,NA,,,,,,,1742.707445,,,,,,,,,,,,
21,-79.01526,73.36525,7868.400421,2013,2013,,,,2013-06-01 1:01,2010-06-01 1:01,2013-06-01 1:02,2010-06-01 1:02,0,-79.01526,73.36525,-79.01526,73.36525,,,,amgp_e266,,amgp,bylo,6,TRUE,FALSE,breed,breed,year,NA,,,,,,,0,,,,,,,,,,,,
3,-55.4887218,4.05,726.5109706,2013,2013,,,,2013-08-25 9:03,2013-08-25 9:03,2013-08-30 9:40,2013-08-30 9:40,5,-55.4887218,4.05,-56.67506297,4.05,,,,amgp_e266,,amgp,bylo,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,7868.400421,,,,,,,,,,,,
5,-57.22152691,-2.25,3517.305257,2013,2013,,,,2013-08-30 22:28,2013-08-30 22:28,2013-09-20 9:26,2013-09-20 9:26,20,-57.22152691,-17.1,-57.53164557,-2.25,,,,amgp_e266,,amgp,bylo,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,726.5109706,,,,,,,,,,,,
6,-54.13533835,-33.75,3338.459871,2013,2014,,,,2013-09-20 21:45,2013-09-20 21:45,2014-02-26 9:03,2014-02-26 9:03,158,-53.54933726,-33.75,-54.13533835,-31.95,57,,,amgp_e266,,amgp,bylo,9,TRUE,TRUE,NA,breed,year,NA,,,,,,,3517.305257,,T,,,,T,T,,,,,
7,-74.01015228,-9.9,4872.999483,2014,2014,,,,2014-03-01 10:29,2014-03-01 10:29,2014-04-15 11:05,2014-04-15 11:05,45,-74.01015228,-10.8,-74.19847328,-9.9,,,,amgp_e266,,amgp,bylo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,3338.459871,,,,,,,,,,,,
8,-96.13636364,28.35,812.6814495,2014,2014,,,,2014-04-20 1:18,2014-04-20 1:18,2014-04-25 1:19,2014-04-25 1:19,5,-96.13636364,26.55,-97.03910615,28.35,,,,amgp_e266,,amgp,bylo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,4872.999483,,,,,,,,,,,,
9,-91.78625954,34.65,470.0024006,2014,2014,,,,2014-04-25 10:54,2014-04-25 10:54,2014-05-02 10:46,2014-05-02 10:46,7,-91.72312224,34.2,-91.78625954,35.1,,,,amgp_e266,,amgp,bylo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,812.6814495,,,,,,,,,,,,
10,-88.29113924,37.8,1092.523659,2014,2014,,,,2014-05-03 10:34,2014-05-03 10:34,2014-05-11 10:11,2014-05-11 10:11,8,-88.29113924,37.8,-88.86792453,38.7,,,,amgp_e266,,amgp,bylo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,470.0024006,,,,,,,,,,,,
11,-98.29565217,44.1,3401.389756,2014,2014,,,,2014-05-12 1:39,2014-05-12 1:39,2014-05-25 2:44,2014-05-25 2:44,13,-97.89473684,44.1,-98.29565217,44.55,,145,,amgp_e266,,amgp,bylo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1092.523659,,,,,,,,,,,,
12,-79.01526,73.36525,0.009970466,2014,2014,2215.491765,2331.34277,13988.05662,2014-06-01 1:01,2010-06-01 1:01,2014-06-01 1:02,2010-06-01 1:02,0,-79.01526,73.36525,-79.01526,73.36525,,,,amgp_e266,,amgp,bylo,6,FALSE,TRUE,breed,breed,year,NA,,,,,,,3401.389756,,,,,,,,,,,,
21,-79.015,73.3653,1768.054732,2015,2015,,,,2015-06-01 1:01,2010-06-01 1:01,2015-06-01 1:02,2010-06-01 1:02,0,-79.015,73.3653,-79.015,73.3653,,,,amgp_k001,,amgp,bylo,6,TRUE,FALSE,breed,breed,year,NA,,,,,,,,,,,,,,,,,,,
5,-68.08510638,58.05,8495.908149,2015,2015,,,,2015-08-31 23:28,2015-08-31 23:28,2015-09-04 8:31,2015-09-04 8:31,3,-68.08510638,58.05,-68.08510638,58.05,,,,amgp_k001,,amgp,bylo,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,1768.054732,,,,,,,,,,,,
6,-54.73132372,-17.55,1358.257959,2015,2015,,,,2015-09-09 21:53,2015-09-09 21:53,2015-09-29 9:07,2015-09-29 9:07,19,-54.73132372,-17.55,-54.73132372,-17.55,,,,amgp_k001,,amgp,bylo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,8495.908149,,,,,,,,,,,,
7,-53.35251799,-29.7,2863.699431,2015,2016,,,,2015-09-29 21:51,2015-09-29 21:51,2016-02-05 9:11,2016-02-05 9:11,128,-53.35251799,-29.7,-53.35251799,-29.7,36,,,amgp_k001,,amgp,bylo,9,TRUE,TRUE,NA,breed,year,NA,,,,,,,1358.257959,,T,,,,T,T,T,,,,
8,-69.72151899,-9,5133.737444,2016,2016,,,,2016-02-07 23:16,2016-02-07 23:16,2016-03-27 22:56,2016-03-27 22:56,49,-69.72151899,-9,-69.72151899,-9,,,,amgp_k001,,amgp,bylo,2,FALSE,TRUE,NA,breed,year,NA,,,,,,,2863.699431,,,T,,,,,,T,,,
9,-80.68006182,36,1103.118822,2016,2016,,,,2016-03-28 10:57,2016-03-28 10:57,2016-03-31 11:37,2016-03-31 11:37,3,-80.68006182,36,-80.68006182,36,,,,amgp_k001,,amgp,bylo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,5133.737444,,,,,,,,,,,,
11,-92.90322581,35.55,559.1804503,2016,2016,,,,2016-04-02 11:57,2016-04-02 11:57,2016-04-19 11:05,2016-04-19 11:05,17,-92.90322581,35.55,-92.90322581,35.55,,,,amgp_k001,,amgp,bylo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,1103.118822,,,,,,,,,,,,
12,-91.77631579,40.5,565.454974,2016,2016,,,,2016-04-20 0:54,2016-04-20 0:54,2016-05-17 1:55,2016-05-17 1:55,27,-91.77631579,40.5,-91.77631579,40.5,,,,amgp_k001,,amgp,bylo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,559.1804503,,,,,,,,,,,,
13,-97.56432247,43.2,1517.980695,2016,2016,,,,2016-05-17 10:42,2016-05-17 10:42,2016-05-23 10:28,2016-05-23 10:28,6,-97.56432247,43.2,-97.56432247,43.2,,,,amgp_k001,,amgp,bylo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,565.454974,,,,,,,,,,,,
14,-110.2978723,54,739.3037471,2016,2016,,,,2016-05-24 2:34,2016-05-24 2:34,2016-06-02 4:04,2016-06-02 4:04,9,-110.2978723,54,-110.2978723,54,,,,amgp_k001,,amgp,bylo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1517.980695,,,,,,,,,,,,
15,-106.3636364,60.3,1847.233135,2016,2016,,,,2016-06-02 8:43,2016-06-02 8:43,2016-06-07 3:24,2016-06-07 3:24,5,-106.3636364,60.3,-106.3636364,60.3,,159,,amgp_k001,,amgp,bylo,6,FALSE,TRUE,NA,breed,year,NA,,,,,,,739.3037471,,,,,,,,,,,,
16,-79.015,73.3653,454.389689,2016,2016,1310.549758,1791.213587,14329.7087,2016-06-01 1:01,2010-06-01 1:01,2016-06-01 1:02,2010-06-01 1:02,0,-79.015,73.3653,-79.015,73.3653,,,,amgp_k001,,amgp,bylo,6,FALSE,TRUE,breed,breed,year,NA,,,,,,,1847.233135,,,,,,,,,,,,
131,-81.80315,69.376,8666.910729,2014,2014,,,,2014-06-01 1:01,2010-06-01 1:01,2014-06-01 1:02,2010-06-01 1:02,0,-81.80315,69.376,-81.80315,69.376,,,,amgp_k303,,amgp,iglo,6,TRUE,FALSE,breed,breed,year,NA,,,,,,,454.3823025,,,,,,,,,,,,
2,-47.42785445,-4.95,1505.234429,2014,2014,,,,2014-09-02 22:02,2014-09-02 22:02,2014-09-04 21:33,2014-09-04 21:33,2,-47.42785445,-4.95,-47.42785445,-4.95,,,,amgp_k303,,amgp,iglo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,8666.910729,,,,,,,,,,,,
4,-57.27272727,-14.4,864.7177902,2014,2014,,,,2014-09-07 22:12,2014-09-07 22:12,2014-09-19 9:20,2014-09-19 9:20,11,-55.8698373,-28.35,-57.28467153,2.25,,,,amgp_k303,,amgp,iglo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,1505.234429,,,,,,,,,,,,
5,-55.8,-22.05,1275.299511,2014,2014,,,,2014-09-19 22:00,2014-09-19 22:00,2014-09-22 8:54,2014-09-22 8:54,2,-53.2735426,-33.3,-55.8698373,2.25,,,,amgp_k303,,amgp,iglo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,864.7177902,,,,,,,,,,,,
6,-53.2735426,-33.3,577.9612788,2014,2015,,,,2014-09-22 22:03,2014-09-22 22:03,2015-01-22 23:23,2015-01-22 23:23,122,-53.2735426,-33.3,-53.2735426,-33.3,,,,amgp_k303,,amgp,iglo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,1275.299511,,T,,,,T,,T,,,,
7,-59.17050691,-35.1,2253.884271,2015,2015,,,,2015-01-23 23:50,2015-01-23 23:50,2015-02-04 23:34,2015-02-04 23:34,12,-58.80916031,-35.55,-59.17050691,-35.1,36,,,amgp_k303,,amgp,iglo,1,TRUE,TRUE,NA,breed,year,NA,,,,,,,577.9612788,,T,,,,,T,,,,,
8,-65.90909091,-15.75,324.2786562,2015,2015,,,,2015-02-05 9:16,2015-02-05 9:16,2015-02-07 23:36,2015-02-07 23:36,3,-64.05194805,-20.7,-65.93582888,-12.6,,,,amgp_k303,,amgp,iglo,2,FALSE,TRUE,NA,breed,year,NA,,,,,,,2253.884271,,,T,,,,,,,T,COMBINED THESE THREE POINTS WOULD MAKE A LONG STOP,
9,-68.90625,-16.2,350.2901405,2015,2015,,,,2015-02-08 10:09,2015-02-08 10:09,2015-03-04 10:19,2015-03-04 10:19,24,-68.90625,-16.2,-68.94601542,-14.4,,,,amgp_k303,,amgp,iglo,2,FALSE,TRUE,NA,breed,year,NA,,,,,,,324.2786562,,,T,,,,,,,T,COMBINED THESE THREE POINTS WOULD MAKE A LONG STOP,
10,-68.94601542,-13.05,4004.987235,2015,2015,,,,2015-03-04 23:25,2015-03-04 23:25,2015-03-22 23:50,2015-03-22 23:50,18,-68.90625,-16.2,-69.0037831,-7.65,,,,amgp_k303,,amgp,iglo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,350.2901405,,,T,,,,,,T,T,COMBINED THESE THREE POINTS WOULD MAKE A LONG STOP,
11,-90.81500647,15.75,926.8360775,2015,2015,,,,2015-03-24 11:25,2015-03-24 11:25,2015-03-27 1:01,2015-03-27 1:01,3,-90.64748201,14.85,-90.81500647,29.7,,,,amgp_k303,,amgp,iglo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,4004.987235,,,,,,,,,,,,
12,-98.70198675,19.35,2229.53215,2015,2015,,,,2015-03-27 12:10,2015-03-27 12:10,2015-04-03 11:40,2015-04-03 11:40,7,-98.70198675,18.45,-98.92761394,19.35,,,,amgp_k303,,amgp,iglo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,926.8360775,,,,,,,,,,,,
14,-88.58306962,37.35,1070.957414,2015,2015,,,,2015-04-04 11:24,2015-04-04 11:24,2015-05-13 10:01,2015-05-13 10:01,39,-88.57953188,36.9,-88.87495605,37.575,,,,amgp_k303,,amgp,iglo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,2229.53215,,,,,,,,,,,,
15,-97.66956522,44.1,2951.085543,2015,2015,,,,2015-05-14 10:52,2015-05-14 10:52,2015-05-28 2:46,2015-05-28 2:46,14,-97.66956522,44.1,-97.66956522,44.1,,148,,amgp_k303,,amgp,iglo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1070.957414,,,,,,,,,,,,
16,-81.80315,69.376,454.3823025,2015,2015,1650.244782,1763.981436,14111.85149,2015-06-01 1:01,2010-06-01 1:01,2015-06-01 1:02,2010-06-01 1:02,0,-81.80315,69.376,-81.80315,69.376,,,,amgp_k303,,amgp,iglo,6,FALSE,TRUE,breed,breed,year,NA,,,,,,,2951.085543,,,,,,,,,,,,
21,-79.01526,73.36525,3163.243245,2014,2014,,,,2014-06-01 1:01,2010-06-01 1:01,2014-06-01 1:02,2010-06-01 1:02,0,-79.01526,73.36525,-79.01526,73.36525,,,,amgp_k336,,amgp,bylo,6,TRUE,FALSE,breed,breed,year,NA,,,,,,,454.3823025,,,,,,,,,,,,
3,-53.70165746,47.25,8806.903227,2014,2014,,,,2014-08-26 8:09,2014-08-26 8:09,2014-08-31 8:52,2014-08-31 8:52,5,-53.03867403,47.25,-55.02762431,47.7,,,,amgp_k336,,amgp,bylo,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,3163.243245,,,,,,,,,,,,
4,-53.0191458,-31.95,381.9647984,2014,2015,,,,2014-09-05 21:45,2014-09-05 21:45,2015-01-05 23:20,2015-01-05 23:20,122,-53.0191458,-32.85,-53.03571429,-31.95,,,,amgp_k336,,amgp,bylo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,8806.903227,,T,,,,T,,,,,,
5,-56.50224215,-33.75,8500.214961,2015,2015,,,,2015-01-06 8:02,2015-01-06 8:02,2015-03-16 22:28,2015-03-16 22:28,70,-56.50224215,-34.2,-56.55589124,-33.3,76,,,amgp_k336,,amgp,bylo,1,TRUE,TRUE,NA,breed,year,NA,,,,,,,381.9647984,,T,,,,,T,,,,,
8,-90,36,1368.316817,2015,2015,,,,2015-03-21 11:47,2015-03-21 11:47,2015-05-04 1:07,2015-05-04 1:07,44,-90,36,-90.13910355,36.45,,,,amgp_k336,,amgp,bylo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,8500.214961,,,,,,,,,,,,
9,-98.88689408,46.35,3165.009017,2015,2015,,,,2015-05-05 10:46,2015-05-05 10:46,2015-05-30 10:12,2015-05-30 10:12,25,-98.47826087,45.9,-99.13043478,46.35,,150,,amgp_k336,,amgp,bylo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1368.316817,,,,,,,,,,,,
10,-79.01526,73.36525,0,2015,2015,3165.009017,4344.513598,13033.54079,2015-06-01 1:01,2010-06-01 1:01,2015-06-01 1:02,2010-06-01 1:02,0,-79.01526,73.36525,-79.01526,73.36525,,,,amgp_k336,,amgp,bylo,6,FALSE,TRUE,breed,breed,year,NA,,,,,,,3165.009017,,,,,,,,,,,,
21,-79.01526,73.36525,9140.434314,2014,2014,,,,2014-06-01 1:01,2010-06-01 1:01,2014-06-01 1:02,2010-06-01 1:02,0,-79.01526,73.36525,-79.01526,73.36525,,,,amgp_k338,,amgp,bylo,6,TRUE,FALSE,breed,breed,lessyear,NA,,,,,,,0,,,,,,,,,,,,
3,-49.87405542,-6.75,3378.813823,2014,2014,,,,2014-09-10 21:26,2014-09-10 21:26,2014-09-26 21:29,2014-09-26 21:29,16,-49.87405542,-7.2,-49.95,-6.75,,,,amgp_k338,,amgp,bylo,9,TRUE,FALSE,NA,breed,lessyear,NA,,,,,,,9140.434314,,,,,,,,,,,,
4,-56.89969605,-36.45,11942.47074,2014,2014,,,,2014-09-29 9:18,2014-09-29 9:18,2014-10-21 22:33,2014-10-21 22:33,23,-56.8125,-36.9,-56.95852535,-35.55,,,,amgp_k338,,amgp,bylo,9,TRUE,TRUE,NA,breed,lessyear,NA,,,,,,,3378.813823,,T,,,,T,,,,T,"REACHED WINTERING AREA, TAG DIED BEFORE DEC",
141,-81.80315,69.376,2762.937675,2014,2014,,,,2014-06-01 1:01,2010-06-01 1:01,2014-06-01 1:02,2010-06-01 1:02,0,-81.80315,69.376,-81.80315,69.376,,,,amgp_k342,,amgp,iglo,6,TRUE,FALSE,breed,breed,year,NA,,,,,,,11942.47074,,,,,,,,,,,,
3,-55.28089888,48.15,5059.472849,2014,2014,,,,2014-08-25 8:11,2014-08-25 8:11,2014-08-27 8:21,2014-08-27 8:21,2,-53.86861314,46.8,-55.95505618,48.15,,,,amgp_k342,,amgp,iglo,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,2762.937675,,,,,,,,,,,,
4,-52.78195489,2.7,1788.709294,2014,2014,,,,2014-08-27 21:58,2014-08-27 21:58,2014-08-30 22:05,2014-08-30 22:05,3,-52.71589487,2.7,-52.91457286,4.5,,,,amgp_k342,,amgp,iglo,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,5059.472849,,,,,,,,,,,,
5,-57.78343949,-12.6,2428.114112,2014,2014,,,,2014-08-31 9:34,2014-08-31 9:34,2014-09-16 22:08,2014-09-16 22:08,17,-57.1574904,-15.3,-58.00511509,-12.15,,,,amgp_k342,,amgp,iglo,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,1788.709294,,,,,,,,,,,,
7,-57.00134987,-34.425,8291.965715,2014,2015,,,,2014-09-17 9:07,2014-09-17 9:07,2015-03-14 22:58,2015-03-14 22:58,179,-56.85809829,-34.65,-58.64268726,-34.2,74,,,amgp_k342,,amgp,iglo,9,TRUE,TRUE,NA,breed,year,NA,,,,,,,2428.114112,,T,,,,T,T,,,,,
9,-90.27355623,33.3,772.1973326,2015,2015,,,,2015-03-20 11:47,2015-03-20 11:47,2015-05-02 10:22,2015-05-02 10:22,43,-90.27190332,33.3,-90.40358744,34.2,,,,amgp_k342,,amgp,iglo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,8291.965715,,,,,,,,,,,,
10,-88.23529412,40.05,1071.810905,2015,2015,,,,2015-05-03 1:20,2015-05-03 1:20,2015-05-08 1:45,2015-05-08 1:45,5,-88.21192053,40.05,-88.81578947,40.5,,,,amgp_k342,,amgp,iglo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,772.1973326,,,,,,,,,,,,
11,-99.13043478,45.45,1350.30561,2015,2015,,,,2015-05-08 10:32,2015-05-08 10:32,2015-05-27 10:12,2015-05-27 10:12,19,-98.18181818,45,-99.46524064,45.45,,,,amgp_k342,,amgp,iglo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1071.810905,,,,,,,,,,,,
12,-93.87559809,57.15,1481.233893,2015,2015,,,,2015-05-28 2:52,2015-05-28 2:52,2015-05-30 3:12,2015-05-30 3:12,2,-91.24423963,55.8,-95.52825553,58.95,,150,,amgp_k342,,amgp,iglo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,1350.30561,,,,,,,,,,,,
13,-81.80315,69.376,0,2015,2015,1350.30561,2593.502691,12967.51346,2015-06-01 1:01,2010-06-01 1:01,2015-06-01 1:02,2010-06-01 1:02,0,-81.80315,69.376,-81.80315,69.376,,,,amgp_k342,,amgp,iglo,6,FALSE,TRUE,breed,breed,year,NA,,,,,,,1481.233893,,,,,,,,,,,,
21,-81.80315,69.376,2847.215991,2014,2014,,,,2014-06-01 1:01,2010-06-01 1:01,2014-06-01 1:02,2010-06-01 1:02,0,-81.80315,69.376,-81.80315,69.376,,,,amgp_k345,,amgp,iglo,6,TRUE,FALSE,breed,breed,year,NA,,,,,,,0,,,,,,,,,,,,
3,-53.93258427,47.7,7666.088699,2014,2014,,,,2014-09-02 8:13,2014-09-02 8:13,2014-09-05 8:31,2014-09-05 8:31,3,-53.21167883,46.8,-54.20074349,48.15,,,,amgp_k345,,amgp,iglo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,2847.215991,,,,,,,,,,,,
4,-57.90884718,-21.15,1349.290398,2014,2014,,,,2014-09-08 9:31,2014-09-08 9:31,2014-09-15 9:25,2014-09-15 9:25,7,-57.39130435,-26.1,-58.01849406,-18.45,,,,amgp_k345,,amgp,iglo,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,7666.088699,,,,,,,,,,,,
5,-52.8,-32.4,801.5155038,2014,2015,,,,2014-09-16 8:59,2014-09-16 8:59,2015-02-12 9:05,2015-02-12 9:05,149,-52.5,-32.85,-52.8,-32.4,43,,,amgp_k345,,amgp,iglo,9,TRUE,TRUE,NA,breed,year,NA,,,,,,,1349.290398,,T,,,,T,T,,,,,
6,-60.60431655,-29.7,1520.568357,2015,2015,,,,2015-02-12 23:19,2015-02-12 23:19,2015-02-20 23:34,2015-02-20 23:34,8,-60.60431655,-29.7,-60.60431655,-29.7,,,,amgp_k345,,amgp,iglo,2,FALSE,TRUE,NA,breed,year,NA,,,,,,,801.5155038,,,,,,,,,,,,
7,-68.36653386,-18,2860.582277,2015,2015,,,,2015-02-21 9:46,2015-02-21 9:46,2015-03-07 10:11,2015-03-07 10:11,14,-68.30039526,-18.45,-68.46054334,-14.85,,,,amgp_k345,,amgp,iglo,2,FALSE,TRUE,NA,breed,year,NA,,,,,,,1520.568357,,,,,,,,,,,,
8,-70.36569987,7.65,3114.982743,2015,2015,,,,2015-03-08 23:19,2015-03-08 23:19,2015-03-15 0:00,2015-03-15 0:00,6,-69.98729352,0.45,-70.36569987,7.65,,,,amgp_k345,,amgp,iglo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,2860.582277,,,,,,,,,,,,
9,-97.41176471,17.1,1829.262941,2015,2015,,,,2015-03-18 12:11,2015-03-18 12:11,2015-03-29 0:58,2015-03-29 0:58,11,-97.41176471,17.1,-97.41176471,20.25,,,,amgp_k345,,amgp,iglo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,3114.982743,,,,,,,,,,,,
10,-92.14285714,32.85,445.6803455,2015,2015,,,,2015-03-30 1:01,2015-03-30 1:01,2015-04-08 1:03,2015-04-08 1:03,9,-91.97080292,31.05,-92.14285714,32.85,,,,amgp_k345,,amgp,iglo,3,FALSE,TRUE,NA,breed,year,NA,,,,,,,1829.262941,,,,,,,,,,,,
11,-90,36.45,403.580864,2015,2015,,,,2015-04-09 0:56,2015-04-09 0:56,2015-04-30 1:26,2015-04-30 1:26,21,-90,36.45,-90,36.45,,,,amgp_k345,,amgp,iglo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,445.6803455,,,,,,,,,,,,
12,-89.41176471,40.05,933.5568458,2015,2015,,,,2015-04-30 10:31,2015-04-30 10:31,2015-05-15 2:28,2015-05-15 2:28,15,-89.41176471,40.05,-89.41176471,40.05,,,,amgp_k345,,amgp,iglo,4,FALSE,TRUE,NA,breed,year,NA,,,,,,,403.580864,,,,,,,,,,,,
13,-98.18181818,45.45,2813.831134,2015,2015,,,,2015-05-15 10:34,2015-05-15 10:34,2015-05-29 3:58,2015-05-29 3:58,14,-98.18181818,45.45,-98.18181818,45.45,,149,,amgp_k345,,amgp,iglo,5,FALSE,TRUE,NA,breed,year,NA,,,,,,,933.5568458,,,,,,,,,,,,
14,-81.80315,69.376,1322.066452,2015,2015,1520.568357,1635.951223,14723.56101,2015-06-01 1:01,2010-06-01 1:01,2015-06-01 1:02,2010-06-01 1:02,0,-81.80315,69.376,-81.80315,69.376,,,,amgp_k345,,amgp,iglo,6,FALSE,TRUE,breed,breed,year,NA,,,,,,,2813.831134,,,,,,,,,,,,
1,-93.82,58.66,28.09097707,2014,2014,,,,2014-06-01 4:57,2014-06-01 4:57,2014-06-01 4:57,2014-06-01 4:57,0,-93.82,58.66,-93.82,58.66,,,,amgp_k356,,amgp,chur,6,TRUE,FALSE,breed,breed,year,NA,,,,,,,1322.066452,,,,,,,,,,,,
2,-93.44497608,58.5,428.1857501,2014,2014,,,,2014-07-03 4:57,2014-07-03 4:57,2014-08-09 9:28,2014-08-09 9:28,36,-93.38287692,58.3875,-93.89982746,58.95,,,,amgp_k356,,amgp,chur,7,TRUE,FALSE,breedGeo,breed,year,NA,,,,,,,28.09097707,,,,,,,,,,,,
3,-88.37837838,55.8,1865.577222,2014,2014,,,,2014-08-11 9:19,2014-08-11 9:19,2014-08-29 1:14,2014-08-29 1:14,18,-87.82417582,55.35,-88.8,55.8,,,,amgp_k356,,amgp,chur,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,428.1857501,,,,,,,,,,,,
4,-72.97297297,42.3,6617.187811,2014,2014,,,,2014-08-30 9:53,2014-08-30 9:53,2014-09-07 9:54,2014-09-07 9:54,8,-72.97297297,42.3,-73.36787565,43.65,,,,amgp_k356,,amgp,chur,8,TRUE,FALSE,NA,breed,year,NA,,,,,,,1865.577222,,,,,,,,,,,,
5,-56.74172185,-15.3,1618.808745,2014,2014,,,,2014-09-09 22:19,2014-09-09 22:19,2014-09-18 9:15,2014-09-18 9:15,8,-56.56458056,-20.25,-57.34513274,-12.15,,,,amgp_k356,,amgp,chur,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,6617.187811,,,,,,,,,,,,
6,-50.84165478,-28.8,509.2759416,2014,2015,,,,2014-09-18 22:04,2014-09-18 22:04,2015-01-07 8:13,2015-01-07 8:13,110,-50.625,-28.8,-50.98265896,-28.35,,,,amgp_k356,,amgp,chur,9,TRUE,FALSE,NA,breed,year,NA,,,,,,,1618.808745,,T,,,,T,,,,,,
7,-53.33333333,-32.85,668.4991915,2015,2015,,,,2015-01-07 23:20,2015-01-07 23:20,2015-01-16 8:06,2015-01-16 8:06,8,-52.26666667,-32.85,-53.57142857,-32.4,,,,amgp_k356,,amgp,chur,1,TRUE,FALSE,NA,breed,year,NA,,,,,,,509.2759416,,T,,,,,,,,,,
8,-60.36253776,-34.2,2003.314678,2015,2015,,,,2015-01-17 8:08,2015-01-17 8:08,2015-02-12 23:40,2015-02-12 23:40,27,-60.36253776,-34.2,-60.36253776,-34.2,44,,,amgp_k356,,amgp,chur,1,TRUE,TRUE,NA,breed,year,NA,,,,,,,668.4991915,,T,,,,,T,,,,,
9,-69.19354839,-18,550.5816742,2015,2015,,,,2015-02-13 10:13,2015-02-13 10:13,2015-02-25 10:07,2015-02-25 10:07,12,-69.06701708,-19.35,-69.61589404,-13.95,,,,amgp_k356,,amgp,chur,2,FALSE,TRUE,NA,breed,year,NA,,,,,,,2003.314678,,,,,,,,,,,,
